	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[NO-BLAST]	tr|A0A0P0F947|A0A0P0F947_AZOBR	---NA---	339											
true	[NO-BLAST]	tr|A0A0P0FBE5|A0A0P0FBE5_AZOBR	---NA---	250											
true	[NO-BLAST]	tr|A0A0P0F4R4|A0A0P0F4R4_AZOBR	---NA---	273											
true	[NO-BLAST]	tr|A0A0P0F8B8|A0A0P0F8B8_AZOBR	---NA---	108											
true	[NO-BLAST]	tr|A0A0P0FB23|A0A0P0FB23_AZOBR	---NA---	59											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F3C4|A0A0P0F3C4_AZOBR	RBFA_RHORTRecName: Full=Ribosome-binding factor A	188	20	2.33197E-45	68.03	3	C:GO:0005829; P:GO:0006364; F:GO:0043024	C:cytosol; P:rRNA processing; F:ribosomal small subunit binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I835|A0A0N7I835_AZOBR	TRPF_RHOCSRecName: Full=N-(5'-phosphoribosyl)anthranilate isomerase; Short=PRAI	218	20	6.4891E-86	65.45	3	P:GO:0006568; P:GO:0009073; F:GO:0016853	P:tryptophan metabolic process; P:aromatic amino acid family biosynthetic process; F:isomerase activity					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EBH8|A0A0P0EBH8_AZOBR	ACON_LEGPHRecName: Full=Aconitate hydratase A; Short=ACN; Short=Aconitase; AltName: Full=(2R,3S)-2-methylisocitrate dehydratase; AltName: Full=(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase; AltName: Full=IP210; AltName: Full=Iron-responsive protein-like; Short=IRP-like; AltName: Full=Major iron-containing protein; Short=MICP; AltName: Full=Probable 2-methyl-cis-aconitate hydratase; AltName: Full=RNA-binding protein	896	20	0.0	74.01	14	F:GO:0003730; F:GO:0003994; F:GO:0005506; C:GO:0005829; P:GO:0006097; P:GO:0006099; P:GO:0006979; P:GO:0008652; P:GO:0009061; P:GO:0019679; F:GO:0030350; P:GO:0043937; F:GO:0047456; F:GO:0051539	F:mRNA 3'-UTR binding; F:aconitate hydratase activity; F:iron ion binding; C:cytosol; P:glyoxylate cycle; P:tricarboxylic acid cycle; P:response to oxidative stress; P:cellular amino acid biosynthetic process; P:anaerobic respiration; P:propionate metabolic process, methylcitrate cycle; F:iron-responsive element binding; P:regulation of sporulation; F:2-methylisocitrate dehydratase activity; F:4 iron, 4 sulfur cluster binding	EC:4.2.1.99; EC:4.2.1.3	2-methylisocitrate dehydratase; Aconitate hydratase			
true	[NO-BLAST]	tr|A0A0P0EIY3|A0A0P0EIY3_AZOBR	---NA---	179											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EWE2|A0A0P0EWE2_AZOBR	NAPE_PARPNRecName: Full=Protein NapE	52	1	2.63062E-19	90.7	2	C:GO:0005886; C:GO:0016021	C:plasma membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FCZ4|A0A0P0FCZ4_AZOBR	MAO1_RHIMERecName: Full=NAD-dependent malic enzyme; Short=NAD-ME	772	20	0.0	60.4	6	F:GO:0004473; F:GO:0016746; P:GO:0019752; F:GO:0030145; P:GO:0044249; P:GO:1901576	F:malate dehydrogenase (decarboxylating) (NADP+) activity; F:transferase activity, transferring acyl groups; P:carboxylic acid metabolic process; F:manganese ion binding; P:cellular biosynthetic process; P:organic substance biosynthetic process	EC:1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))			
true	[NO-BLAST]	tr|A0A0P0EDN0|A0A0P0EDN0_AZOBR	---NA---	187											
true	[NO-BLAST]	tr|A0A0P0EUT5|A0A0P0EUT5_AZOBR	---NA---	375											
true	[NO-BLAST]	tr|A0A0P0EHX9|A0A0P0EHX9_AZOBR	---NA---	184											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FFY3|A0A0P0FFY3_AZOBR	aldehyde dehydrogenase (NADP(+))	526	20	0.0	93.19	2	F:GO:0016620; P:GO:0055114	F:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F5G8|A0A0P0F5G8_AZOBR	2-dehydro-3-deoxygalactonokinase	330	20	0.0	86.51	3	F:GO:0008671; P:GO:0034194; P:GO:0046835	F:2-dehydro-3-deoxygalactonokinase activity; P:D-galactonate catabolic process; P:carbohydrate phosphorylation	EC:2.7.1.58	2-dehydro-3-deoxygalactonokinase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ER55|A0A0P0ER55_AZOBR	arylsulfatase	557	20	0.0	90.66	1	F:GO:0008484	F:sulfuric ester hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F0D6|A0A0P0F0D6_AZOBR	DNA topoisomerase III	743	20	0.0	91.64	3	F:GO:0003677; F:GO:0003917; P:GO:0006265	F:DNA binding; F:DNA topoisomerase type I (single strand cut, ATP-independent) activity; P:DNA topological change	EC:5.99.1.2	DNA topoisomerase			
true	[NO-BLAST]	tr|A0A0P0EMB6|A0A0P0EMB6_AZOBR	---NA---	246											
true	[NO-BLAST]	tr|A0A0N7I8I4|A0A0N7I8I4_AZOBR	---NA---	150											
true	[NO-BLAST]	tr|A0A0P0EET2|A0A0P0EET2_AZOBR	---NA---	145											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EJ81|A0A0P0EJ81_AZOBR	QRCC_DESVHRecName: Full=Menaquinone reductase, iron-sulfur cluster-binding subunit; AltName: Full=Quinone reductase complex subunit C; AltName: Full=Type I cytochrome c3:menaquinone oxidoreductase subunit C	961	20	4.54809E-53	40.17	5	F:GO:0005515; P:GO:0015980; C:GO:0016020; F:GO:0016491; C:GO:0044464	F:protein binding; P:energy derivation by oxidation of organic compounds; C:membrane; F:oxidoreductase activity; C:obsolete cell part					
true	[NO-BLAST]	tr|A0A0P0EQ64|A0A0P0EQ64_AZOBR	---NA---	423											
true	[NO-BLAST]	tr|A0A0P0ENS5|A0A0P0ENS5_AZOBR	---NA---	839											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ERU0|A0A0P0ERU0_AZOBR	GMC family oxidoreductase	523	20	0.0	93.0	3	F:GO:0033717; F:GO:0050660; P:GO:0055114	F:gluconate 2-dehydrogenase (acceptor) activity; F:flavin adenine dinucleotide binding; P:oxidation-reduction process	EC:1.1.99.3	Gluconate 2-dehydrogenase (acceptor)			
true	[BLASTED, MAPPED]	tr|A0A0P0F0V8|A0A0P0F0V8_AZOBR	CARH_THET8RecName: Full=HTH-type transcriptional repressor CarH	369	2	1.62322E-7	47.11	5	F:GO:0003677; P:GO:0006355; P:GO:0016117; F:GO:0031419; F:GO:0046872	F:DNA binding; P:regulation of transcription, DNA-templated; P:carotenoid biosynthetic process; F:cobalamin binding; F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EWU5|A0A0P0EWU5_AZOBR	flagella basal body P-ring formation protein FlgA	246	20	9.13636E-169	84.53	2	C:GO:0042597; P:GO:0044780	C:periplasmic space; P:bacterial-type flagellum assembly					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F520|A0A0P0F520_AZOBR	Y1812_MYCTORecName: Full=NADH dehydrogenase-like protein MT1860	402	5	2.69042E-69	52.78	1	P:GO:0008152	P:metabolic process					
true	[NO-BLAST]	tr|A0A0P0EG57|A0A0P0EG57_AZOBR	---NA---	115											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EWN5|A0A0P0EWN5_AZOBR	ICLR_ECOLIRecName: Full=Transcriptional repressor IclR; Short=Acetate operon repressor	268	18	2.30047E-37	51.7	2	F:GO:0005515; P:GO:0006355	F:protein binding; P:regulation of transcription, DNA-templated					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EPX3|A0A0P0EPX3_AZOBR	L-lactate dehydrogenase	313	20	0.0	91.72	5	F:GO:0004459; C:GO:0005737; P:GO:0006096; C:GO:0016021; P:GO:0055114	F:L-lactate dehydrogenase activity; C:cytoplasm; P:glycolytic process; C:integral component of membrane; P:oxidation-reduction process	EC:1.1.1.27	L-lactate dehydrogenase			
true	[NO-BLAST]	tr|A0A0P0EFT6|A0A0P0EFT6_AZOBR	---NA---	513											
true	[NO-BLAST]	tr|A0A0P0EPM5|A0A0P0EPM5_AZOBR	---NA---	225											
true	[NO-BLAST]	tr|A0A0P0E8W4|A0A0P0E8W4_AZOBR	---NA---	194											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EIJ0|A0A0P0EIJ0_AZOBR	ACUI_RHOS4RecName: Full=Acrylyl-CoA reductase AcuI; AltName: Full=Acryloyl-coenzyme A reductase	331	5	2.20833E-85	58.06	1	F:GO:0043957	F:acryloyl-CoA reductase (NADP+) activity	EC:1.3.1.84	Acrylyl-CoA reductase (NADPH)			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FHW3|A0A0P0FHW3_AZOBR	T402_BURCERecName: Full=Putative transposase for insertion sequence element IS402	95	1	6.73179E-7	64.71	1	P:GO:0009987	P:cellular process					
true	[NO-BLAST]	tr|A0A0P0F7E9|A0A0P0F7E9_AZOBR	---NA---	223											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I853|A0A0N7I853_AZOBR	IS21 family transposase	427	20	0.0	89.07	2	F:GO:0003677; P:GO:0015074	F:DNA binding; P:DNA integration					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EWM2|A0A0P0EWM2_AZOBR	2-keto-4-methylthiobutyrate aminotransferase	270	20	0.0	82.84	4	F:GO:0008696; F:GO:0052654; F:GO:0052655; F:GO:0052656	F:4-amino-4-deoxychorismate lyase activity; F:L-leucine transaminase activity; F:L-valine transaminase activity; F:L-isoleucine transaminase activity	EC:4.1.3.38; EC:2.6.1.42	Aminodeoxychorismate lyase; Branched-chain-amino-acid transaminase			
true	[BLASTED, MAPPED]	tr|A0A0P0EEW3|A0A0P0EEW3_AZOBR	HUPE_RHILVRecName: Full=Protein HupE; Flags: Precursor	200	1	1.4198E-25	64.06	3	C:GO:0005886; C:GO:0016020; C:GO:0016021	C:plasma membrane; C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EJX2|A0A0P0EJX2_AZOBR	AROA_MAGSARecName: Full=3-phosphoshikimate 1-carboxyvinyltransferase; AltName: Full=5-enolpyruvylshikimate-3-phosphate synthase; Short=EPSP synthase; Short=EPSPS	445	20	0.0	72.36	4	F:GO:0003866; C:GO:0005737; P:GO:0009073; P:GO:0009423	F:3-phosphoshikimate 1-carboxyvinyltransferase activity; C:cytoplasm; P:aromatic amino acid family biosynthetic process; P:chorismate biosynthetic process	EC:2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I860|A0A0N7I860_AZOBR	molecular chaperone DnaK	639	20	0.0	97.22	3	F:GO:0005524; P:GO:0006457; F:GO:0051082	F:ATP binding; P:protein folding; F:unfolded protein binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EGA2|A0A0P0EGA2_AZOBR	MURF_RICMORecName: Full=UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase; AltName: Full=D-alanyl-D-alanine-adding enzyme; AltName: Full=UDP-MurNAc-pentapeptide synthetase	498	20	7.50571E-68	48.45	5	C:GO:0005737; P:GO:0009058; F:GO:0016881; P:GO:0071554; P:GO:0071840	C:cytoplasm; P:biosynthetic process; F:acid-amino acid ligase activity; P:cell wall organization or biogenesis; P:cellular component organization or biogenesis					
true	[NO-BLAST]	tr|A0A0N7I867|A0A0N7I867_AZOBR	---NA---	366											
true	[NO-BLAST]	tr|A0A0P0EU73|A0A0P0EU73_AZOBR	---NA---	415											
true	[NO-BLAST]	tr|A0A0P0EXA7|A0A0P0EXA7_AZOBR	---NA---	262											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EZZ5|A0A0P0EZZ5_AZOBR	YABI_ECOLIRecName: Full=Inner membrane protein YabI	207	7	9.95004E-21	56.47	3	C:GO:0005886; P:GO:0010212; P:GO:0043093	C:plasma membrane; P:response to ionizing radiation; P:FtsZ-dependent cytokinesis					
true	[NO-BLAST]	tr|A0A0P0F890|A0A0P0F890_AZOBR	---NA---	196											
true	[BLASTED]	tr|A0A0P0EAM2|A0A0P0EAM2_AZOBR	YISB_BACSURecName: Full=Uncharacterized protein YisB	106	1	2.14222E-13	58.97								
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FD67|A0A0P0FD67_AZOBR	ABC transporter substrate-binding protein	351	20	0.0	91.43	3	C:GO:0016021; C:GO:0030288; P:GO:0055085	C:integral component of membrane; C:outer membrane-bounded periplasmic space; P:transmembrane transport					
true	[NO-BLAST]	tr|A0A0P0F3A1|A0A0P0F3A1_AZOBR	---NA---	113											
true	[NO-BLAST]	tr|A0A0P0F8T3|A0A0P0F8T3_AZOBR	---NA---	173											
true	[NO-BLAST]	tr|A0A0P0F6F0|A0A0P0F6F0_AZOBR	---NA---	122											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F6L8|A0A0P0F6L8_AZOBR	MCT_CHLAARecName: Full=2-methylfumaryl-CoA isomerase	401	20	5.71929E-146	41.97	3	F:GO:0016740; F:GO:0016867; P:GO:0043427	F:transferase activity; F:intramolecular transferase activity, transferring acyl groups; P:carbon fixation by 3-hydroxypropionate cycle					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F6Q7|A0A0P0F6Q7_AZOBR	acyl carrier protein	81	20	2.96024E-50	89.04	3	F:GO:0000036; C:GO:0005737; P:GO:0006633	F:acyl carrier activity; C:cytoplasm; P:fatty acid biosynthetic process					
true	[NO-BLAST]	tr|A0A0P0EZ75|A0A0P0EZ75_AZOBR	---NA---	654											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FAY3|A0A0P0FAY3_AZOBR	lipoyl synthase	318	20	0.0	95.65	6	C:GO:0005737; P:GO:0009107; P:GO:0009249; F:GO:0016992; F:GO:0046872; F:GO:0051539	C:cytoplasm; P:lipoate biosynthetic process; P:protein lipoylation; F:lipoate synthase activity; F:metal ion binding; F:4 iron, 4 sulfur cluster binding	EC:2.8.1.8	Lipoyl synthase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I7V6|A0A0N7I7V6_AZOBR	deoxyribodipyrimidine photo-lyase	485	20	0.0	85.62	2	F:GO:0003904; P:GO:0018298	F:deoxyribodipyrimidine photo-lyase activity; P:protein-chromophore linkage	EC:4.1.99.3; EC:4.1.99	Deoxyribodipyrimidine photo-lyase; Carbon-carbon lyases			
true	[NO-BLAST]	tr|A0A0P0F852|A0A0P0F852_AZOBR	---NA---	198											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EG91|A0A0P0EG91_AZOBR	LPXC_MAGSARecName: Full=UDP-3-O-acyl-N-acetylglucosamine deacetylase; Short=UDP-3-O-acyl-GlcNAc deacetylase; AltName: Full=UDP-3-O-	314	20	3.30372E-114	66.81	2	P:GO:0006629; F:GO:0016811	P:lipid metabolic process; F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FGN2|A0A0P0FGN2_AZOBR	4Fe-4S binding protein	453	20	0.0	77.34	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EKC7|A0A0P0EKC7_AZOBR	branched-chain amino acid ABC transporter substrate-binding protein	427	20	0.0	94.06	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EGL9|A0A0P0EGL9_AZOBR	ACEA_KOMXYRecName: Full=Undecaprenyl-phosphate glucose phosphotransferase	505	17	1.45054E-59	59.86	7	C:GO:0005886; P:GO:0009242; P:GO:0009243; P:GO:0018279; P:GO:0045229; P:GO:0071554; F:GO:0089702	C:plasma membrane; P:colanic acid biosynthetic process; P:O antigen biosynthetic process; P:protein N-linked glycosylation via asparagine; P:external encapsulating structure organization; P:cell wall organization or biogenesis; F:undecaprenyl-phosphate glucose phosphotransferase activity					
true	[NO-BLAST]	tr|A0A0P0EJU4|A0A0P0EJU4_AZOBR	---NA---	81											
true	[NO-BLAST]	tr|A0A0P0ET43|A0A0P0ET43_AZOBR	---NA---	106											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EYN6|A0A0P0EYN6_AZOBR	hydrogenase nickel incorporation protein HypB	313	20	0.0	78.73	4	F:GO:0003924; F:GO:0005525; F:GO:0016151; P:GO:0051604	F:GTPase activity; F:GTP binding; F:nickel cation binding; P:protein maturation	EC:3.6.1.15	Nucleoside-triphosphate phosphatase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F7B9|A0A0P0F7B9_AZOBR	DNA-binding protein	145	20	7.10331E-97	82.36	1	F:GO:0003677	F:DNA binding					
true	[NO-BLAST]	tr|A0A0P0ED83|A0A0P0ED83_AZOBR	---NA---	138											
true	[NO-BLAST]	tr|A0A0P0F2E2|A0A0P0F2E2_AZOBR	---NA---	241											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I7K0|A0A0N7I7K0_AZOBR	formate dehydrogenase	962	20	0.0	95.82	5	F:GO:0008863; F:GO:0043546; F:GO:0046872; F:GO:0051539; P:GO:0055114	F:formate dehydrogenase (NAD+) activity; F:molybdopterin cofactor binding; F:metal ion binding; F:4 iron, 4 sulfur cluster binding; P:oxidation-reduction process	EC:1.2.1.2	Acting on the aldehyde or oxo group of donors			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EH76|A0A0P0EH76_AZOBR	carbon monoxide dehydrogenase	772	20	0.0	92.88	3	F:GO:0004854; F:GO:0018492; P:GO:0055114	F:xanthine dehydrogenase activity; F:carbon-monoxide dehydrogenase (acceptor) activity; P:oxidation-reduction process	EC:1.2.99.2; EC:1.17.1; EC:1.17.1.4	Acting on the aldehyde or oxo group of donors; Acting on CH or CH(2) groups; Xanthine dehydrogenase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EKM0|A0A0P0EKM0_AZOBR	LUXQ_VIBVURecName: Full=Autoinducer 2 sensor kinase/phosphatase LuxQ	381	20	6.17544E-27	49.07	7	P:GO:0000160; F:GO:0004673; F:GO:0005488; C:GO:0005886; P:GO:0006468; P:GO:0051704; P:GO:0071470	P:phosphorelay signal transduction system; F:protein histidine kinase activity; F:binding; C:plasma membrane; P:protein phosphorylation; P:multi-organism process; P:cellular response to osmotic stress	EC:2.7.13.3	Histidine kinase			
true	[NO-BLAST]	tr|A0A0N7I7C1|A0A0N7I7C1_AZOBR	---NA---	184											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I903|A0A0N7I903_AZOBR	ARGE_MYXXARecName: Full=Acetylornithine deacetylase; Short=AO; Short=Acetylornithinase; AltName: Full=N-acetylornithinase; Short=NAO	376	20	6.09418E-51	47.02	4	F:GO:0016787; P:GO:0044238; F:GO:0046872; P:GO:1901564	F:hydrolase activity; P:primary metabolic process; F:metal ion binding; P:organonitrogen compound metabolic process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FDP1|A0A0P0FDP1_AZOBR	glycosyltransferase family 1 protein	375	20	0.0	88.34	1	F:GO:0016757	F:transferase activity, transferring glycosyl groups					
true	[NO-BLAST]	tr|A0A0P0EI51|A0A0P0EI51_AZOBR	---NA---	68											
true	[NO-BLAST]	tr|A0A0P0F4U5|A0A0P0F4U5_AZOBR	---NA---	144											
true	[BLASTED, MAPPED]	tr|A0A0P0F8P1|A0A0P0F8P1_AZOBR	Y420_RICPRRecName: Full=Uncharacterized protein RP420	179	1	9.95603E-20	52.76	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[NO-BLAST]	tr|A0A0P0EFL4|A0A0P0EFL4_AZOBR	---NA---	642											
true	[NO-BLAST]	tr|A0A0P0ER37|A0A0P0ER37_AZOBR	---NA---	631											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F4V6|A0A0P0F4V6_AZOBR	YCBB_ECOLIRecName: Full=Probable L,D-transpeptidase YcbB	410	2	2.34325E-43	54.89	4	F:GO:0004180; P:GO:0009273; F:GO:0016740; P:GO:0044036	F:carboxypeptidase activity; P:peptidoglycan-based cell wall biogenesis; F:transferase activity; P:cell wall macromolecule metabolic process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EB99|A0A0P0EB99_AZOBR	NIFD_AZOBRRecName: Full=Nitrogenase molybdenum-iron protein alpha chain; AltName: Full=Dinitrogenase; AltName: Full=Nitrogenase component I	479	20	0.0	81.77	8	F:GO:0005524; P:GO:0009399; F:GO:0016163; C:GO:0016612; F:GO:0018697; F:GO:0046872; F:GO:0051536; P:GO:0055114	F:ATP binding; P:nitrogen fixation; F:nitrogenase activity; C:molybdenum-iron nitrogenase complex; F:carbonyl sulfide nitrogenase activity; F:metal ion binding; F:iron-sulfur cluster binding; P:oxidation-reduction process	EC:1.18.6.1; EC:1.18.6	Nitrogenase; Acting on iron-sulfur proteins as donors			
true	[NO-BLAST]	tr|A0A0P0EP66|A0A0P0EP66_AZOBR	---NA---	117											
true	[NO-BLAST]	tr|A0A0P0F675|A0A0P0F675_AZOBR	---NA---	107											
true	[NO-BLAST]	tr|A0A0P0EZ73|A0A0P0EZ73_AZOBR	---NA---	144											
true	[BLASTED, MAPPED]	tr|A0A0P0F4Q0|A0A0P0F4Q0_AZOBR	BTRN_BACCIRecName: Full=S-adenosyl-L-methionine-dependent 2-deoxy-scyllo-inosamine dehydrogenase; AltName: Full=Butirosin biosynthesis protein N; AltName: Full=Radical S-adenosylmethionine dehydrogenase BtrN; Short=RS dehydrogenase BtrN; Short=Radical SAM dehydrogenase BtrN	338	1	5.80524E-5	39.3	7	F:GO:0003824; F:GO:0016491; P:GO:0017000; F:GO:0046872; F:GO:0051536; F:GO:0051539; P:GO:0055114	F:catalytic activity; F:oxidoreductase activity; P:antibiotic biosynthetic process; F:metal ion binding; F:iron-sulfur cluster binding; F:4 iron, 4 sulfur cluster binding; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0E8Q4|A0A0P0E8Q4_AZOBR	GACS_PSESYRecName: Full=Sensor protein GacS	623	20	2.5163E-11	53.03	7	F:GO:0004672; F:GO:0005515; P:GO:0006468; P:GO:0007165; P:GO:0010106; C:GO:0016020; C:GO:0044464	F:protein kinase activity; F:protein binding; P:protein phosphorylation; P:signal transduction; P:cellular response to iron ion starvation; C:membrane; C:obsolete cell part					
true	[NO-BLAST]	tr|A0A0P0EEL2|A0A0P0EEL2_AZOBR	---NA---	313											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EID6|A0A0P0EID6_AZOBR	acyl-CoA dehydrogenase	398	20	0.0	91.65	4	F:GO:0003995; F:GO:0043958; F:GO:0050660; P:GO:0055114	F:acyl-CoA dehydrogenase activity; F:acryloyl-CoA reductase activity; F:flavin adenine dinucleotide binding; P:oxidation-reduction process	EC:1.3.99.3	Acting on the CH-CH group of donors			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EUI0|A0A0P0EUI0_AZOBR	twin-arginine translocation signal domain-containing protein	375	20	0.0	89.07	9	F:GO:0008901; C:GO:0009375; C:GO:0016021; F:GO:0016829; F:GO:0033748; F:GO:0046872; F:GO:0051538; F:GO:0051539; P:GO:0055114	F:ferredoxin hydrogenase activity; C:ferredoxin hydrogenase complex; C:integral component of membrane; F:lyase activity; F:hydrogenase (acceptor) activity; F:metal ion binding; F:3 iron, 4 sulfur cluster binding; F:4 iron, 4 sulfur cluster binding; P:oxidation-reduction process	EC:1.12.7; EC:1.12.99.6; EC:1.12.7.2	Acting on hydrogen as donors; Hydrogenase (acceptor); Ferredoxin hydrogenase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FBQ6|A0A0P0FBQ6_AZOBR	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	255	20	0.0	79.59	3	F:GO:0008667; P:GO:0019290; P:GO:0055114	F:2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity; P:siderophore biosynthetic process; P:oxidation-reduction process	EC:1.3.1.28	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase			
true	[NO-BLAST]	tr|A0A0N7I7J4|A0A0N7I7J4_AZOBR	---NA---	137											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I7R1|A0A0N7I7R1_AZOBR	Fis family transcriptional regulator	513	20	0.0	89.76	4	F:GO:0003677; F:GO:0005524; P:GO:0006355; F:GO:0008134	F:DNA binding; F:ATP binding; P:regulation of transcription, DNA-templated; F:transcription factor binding					
true	[NO-BLAST]	tr|A0A0P0EPZ0|A0A0P0EPZ0_AZOBR	---NA---	538											
true	[NO-BLAST]	tr|A0A0P0EX36|A0A0P0EX36_AZOBR	---NA---	137											
true	[NO-BLAST]	tr|A0A0P0F5G4|A0A0P0F5G4_AZOBR	---NA---	87											
true	[NO-BLAST]	tr|A0A0N7I8P4|A0A0N7I8P4_AZOBR	---NA---	108											
true	[NO-BLAST]	tr|A0A0P0ELV5|A0A0P0ELV5_AZOBR	---NA---	403											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EX12|A0A0P0EX12_AZOBR	acetate kinase	402	20	0.0	93.53	7	F:GO:0000287; F:GO:0005524; C:GO:0005737; P:GO:0006082; P:GO:0006085; F:GO:0008776; P:GO:0016310	F:magnesium ion binding; F:ATP binding; C:cytoplasm; P:organic acid metabolic process; P:acetyl-CoA biosynthetic process; F:acetate kinase activity; P:phosphorylation	EC:2.7.2.1	Acetate kinase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EWU0|A0A0P0EWU0_AZOBR	QUEF_GLUOXRecName: Full=NADPH-dependent 7-cyano-7-deazaguanine reductase; AltName: Full=7-cyano-7-carbaguanine reductase; AltName: Full=NADPH-dependent nitrile oxidoreductase; AltName: Full=PreQ(0) reductase	154	20	5.8662E-85	82.98	5	C:GO:0005737; P:GO:0008616; F:GO:0033739; F:GO:0046857; P:GO:0055114	C:cytoplasm; P:queuosine biosynthetic process; F:preQ1 synthase activity; F:oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor; P:oxidation-reduction process	EC:1.7.1.13	PreQ(1) synthase			
