#Accession	Name	No_orfs	Coverage	Abundance	Description
COG2244	RfbX	4	3.6875	0.000849	Membrane protein involved in the export of O-antigen and teichoic acid
COG2246	COG2246	3	2.683453	0.000618	Predicted membrane protein
COG2249	MdaB	1	1	0.00023	Putative NADPH-quinone reductase (modulator of drug activity B)
COG2255	RuvB	1	0.990963	0.000228	Holliday junction resolvasome, helicase subunit
COG2256	MGS1	1	0.995412	0.000229	ATPase related to the helicase subunit of the Holliday junction resolvase
COG2257	COG2257	1	0.902173	0.000207	Uncharacterized homolog of the cytoplasmic domain of flagellar protein FhlB
COG2258	COG2258	1	0.97619	0.000224	Uncharacterized protein conserved in bacteria
COG2259	COG2259	3	2.56338	0.00059	Predicted membrane protein
COG2261	COG2261	1	1	0.00023	Predicted membrane protein
COG2262	HflX	2	1.927007	0.000444	GTPases
COG2264	PrmA	1	0.896666	0.000206	Ribosomal protein L11 methylase
COG2265	TrmA	1	0.993055	0.000228	SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase
COG2267	PldB	4	3.543624	0.000816	Lysophospholipase
COG2269	COG2269	1	0.990683	0.000228	Truncated, possibly inactive, lysyl-tRNA synthetase (class II)
COG2270	COG2270	1	0.970319	0.000223	Permeases of the major facilitator superfamily
COG2274	SunT	2	1.734837	0.000399	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain
COG2301	CitE	4	3.954063	0.000911	Citrate lyase beta subunit
COG2303	BetA	3	2.856088	0.000658	Choline dehydrogenase and related flavoproteins
COG2307	COG2307	2	1.977635	0.000455	Uncharacterized protein conserved in bacteria
COG2308	COG2308	2	1.952868	0.00045	Uncharacterized conserved protein
COG2309	AmpS	1	0.50909	0.000117	Leucyl aminopeptidase (aminopeptidase T)
COG2313	IndA	1	0.932258	0.000214	Uncharacterized enzyme involved in pigment biosynthesis
COG2317	COG2317	1	0.995975	0.000229	Zn-dependent carboxypeptidase
COG2318	DinB	1	0.936046	0.000215	Uncharacterized protein conserved in bacteria
COG2319	COG2319	1	0.628755	0.000144	FOG: WD40 repeat
COG2321	COG2321	1	0.861016	0.000198	Predicted metalloprotease
COG2326	COG2326	3	2.477777	0.000571	Uncharacterized conserved protein
COG2327	WcaK	2	1.412987	0.000325	Polysaccharide pyruvyl transferase family protein
COG2329	COG2329	5	3.961904	0.000913	Uncharacterized enzyme involved in biosynthesis of extracellular polysaccharides
COG2331	COG2331	1	0.780487	0.000179	Uncharacterized protein conserved in bacteria
COG2332	CcmE	1	0.718954	0.000165	Cytochrome c-type biogenesis protein CcmE
COG2334	COG2334	1	0.978851	0.000225	Putative homoserine kinase type II (protein kinase fold)
COG2335	COG2335	1	0.823529	0.000189	Secreted and surface protein containing fasciclin-like repeats
COG2336	MazE	1	0.536585	0.000123	Growth regulator
COG2343	COG2343	1	0.871212	0.0002	Uncharacterized protein conserved in bacteria
COG2346	COG2346	1	0.93233	0.000214	Truncated hemoglobins
COG2348	COG2348	3	1.988038	0.000458	Peptidoglycan interpeptide bridge formation enzyme
COG2350	COG2350	2	1.913043	0.00044	Uncharacterized protein conserved in bacteria
COG2351	COG2351	2	1.91129	0.00044	Transthyretin-like protein
COG2352	Ppc	1	0.997802	0.000229	Phosphoenolpyruvate carboxylase
COG2353	COG2353	1	0.921875	0.000212	Uncharacterized conserved protein
COG2354	COG2354	1	0.966996	0.000222	Uncharacterized protein conserved in bacteria
COG2358	Imp	3	2.903426	0.000669	TRAP-type uncharacterized transport system, periplasmic component
COG2360	Aat	1	0.900452	0.000207	Leu/Phe-tRNA-protein transferase
COG2363	COG2363	1	0.879032	0.000202	Uncharacterized small membrane protein
COG2365	COG2365	1	0.714859	0.000164	Protein tyrosine/serine phosphatase
COG2366	COG2366	1	0.927083	0.000213	Protein related to penicillin acylase
COG2367	PenP	1	0.951367	0.000219	Beta-lactamase class A
COG2370	HupE	2	1.671641	0.000385	Hydrogenase/urease accessory protein
COG2371	UreE	1	0.845161	0.000194	Urease accessory protein UreE
COG2372	CopC	1	0.960629	0.000221	Uncharacterized protein, homolog of Cu resistance protein CopC
COG2373	COG2373	1	0.933374	0.000215	Large extracellular alpha-helical protein
COG2376	DAK1	1	1	0.00023	Dihydroxyacetone kinase
COG2377	COG2377	1	0.989218	0.000227	Predicted molecular chaperone distantly related to HSP70-fold metalloproteases
COG2378	COG2378	1	0.726688	0.000167	Predicted transcriptional regulator
COG2379	GckA	1	1	0.00023	Putative glycerate kinase
COG2382	Fes	1	0.916387	0.000211	Enterochelin esterase and related enzymes
COG2386	CcmB	1	1	0.00023	ABC-type transport system involved in cytochrome c biogenesis, permease component
COG2388	COG2388	2	1.818181	0.000419	Predicted acetyltransferase
COG2391	COG2391	1	0.762626	0.000175	Predicted transporter component
COG2423	COG2423	2	1.872727	0.000431	Predicted ornithine cyclodeaminase, mu-crystallin homolog
COG2440	FixX	3	2.40404	0.000554	Ferredoxin-like protein
COG2457	COG2457	1	0.723618	0.000166	Uncharacterized conserved protein
COG2513	PrpB	3	2.809688	0.000647	PEP phosphonomutase and related enzymes
COG2518	Pcm	3	2.14354	0.000494	Protein-L-isoaspartate carboxylmethyltransferase
COG2520	COG2520	1	0.416422	9.5e-05	Predicted methyltransferase
COG2606	EbsC	2	1.877419	0.000432	Uncharacterized conserved protein
COG2607	COG2607	1	0.968641	0.000223	Predicted ATPase (AAA+ superfamily)
COG2608	CopZ	3	2.746478	0.000633	Copper chaperone
COG2609	AceE	1	0.896279	0.000206	Pyruvate dehydrogenase complex, dehydrogenase (E1) component
COG2703	COG2703	12	10.555555	0.002432	Hemerythrin
COG2710	NifD	4	3.850877	0.000887	Nitrogenase molybdenum-iron protein, alpha and beta chains
COG2716	GcvR	2	1.068181	0.000246	Glycine cleavage system regulatory protein
COG2717	COG2717	1	0.947368	0.000218	Predicted membrane protein
COG2718	COG2718	1	0.992907	0.000228	Uncharacterized conserved protein
COG2719	SpoVR	1	0.947474	0.000218	Uncharacterized conserved protein
COG2721	UxaA	3	2.246719	0.000517	Altronate dehydratase
COG2723	BglB	4	3.917391	0.000902	Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase
COG2730	BglC	3	2.538083	0.000584	Endoglucanase
COG2740	COG2740	1	0.894736	0.000206	Predicted nucleic-acid-binding protein implicated in transcription termination
COG2755	TesA	3	2.884259	0.000664	Lysophospholipase L1 and related esterases
COG2761	FrnE	1	0.973333	0.000224	Predicted dithiol-disulfide isomerase involved in polyketide biosynthesis
COG2764	PhnB	1	0.919117	0.000211	Uncharacterized protein conserved in bacteria
COG2766	PrkA	1	0.998459	0.00023	Putative Ser protein kinase
COG2770	ResE	1	0.602409	0.000138	FOG: HAMP domain
COG2771	CsgD	1	1	0.00023	DNA-binding HTH domain-containing proteins
COG2801	Tra5	1	0.870689	0.0002	Transposase and inactivated derivatives
COG2802	COG2802	1	0.918552	0.000211	Uncharacterized protein, similar to the N-terminal domain of Lon protease
COG2812	DnaX	2	1.207766	0.000278	DNA polymerase III, gamma/tau subunits
COG2813	RsmC	1	0.966666	0.000222	16S RNA G1207 methylase RsmC
COG2814	AraJ	31	25.4467	0.005865	Arabinose efflux permease
COG2816	NPY1	1	0.956989	0.00022	NTP pyrophosphohydrolases containing a Zn-finger, probably nucleic-acid-binding
COG2818	Tag	1	0.968085	0.000223	3-methyladenine DNA glycosylase
COG2819	COG2819	1	0.931818	0.000214	Predicted hydrolase of the alpha/beta superfamily
COG2821	MltA	2	1.94638	0.000448	Membrane-bound lytic murein transglycosylase
COG2823	OsmY	5	2.867346	0.00066	Predicted periplasmic or secreted lipoprotein
COG2824	PhnA	1	0.964285	0.000222	Uncharacterized Zn-ribbon-containing protein involved in phosphonate metabolism
COG2825	HlpA	1	0.870588	0.0002	Outer membrane protein
COG2831	FhaC	2	1.111913	0.000256	Hemolysin activation/secretion protein
COG2832	COG2832	1	0.983193	0.000226	Uncharacterized protein conserved in bacteria
COG2833	COG2833	1	0.921641	0.000212	Uncharacterized protein conserved in bacteria
COG2834	LolA	2	1.739336	0.0004	Outer membrane lipoprotein-sorting protein
COG2835	COG2835	1	0.9	0.000207	Uncharacterized conserved protein
COG2836	COG2836	1	0.956896	0.00022	Uncharacterized conserved protein
COG2840	COG2840	1	1	0.00023	Uncharacterized protein conserved in bacteria
COG2844	GlnD	3	1.086505	0.00025	UTP:GlnB (protein PII) uridylyltransferase
COG2847	COG2847	1	0.920529	0.000212	Copper(I)-binding protein
COG2849	COG2849	1	0.634782	0.000146	Uncharacterized protein conserved in bacteria
COG2852	COG2852	2	1.713178	0.000394	Very-short-patch-repair endonuclease
COG2853	VacJ	1	0.928	0.000213	Surface lipoprotein
COG2854	Ttg2D	2	1.663366	0.000383	ABC-type transport system involved in resistance to organic solvents, auxiliary component
COG2855	COG2855	1	0.991017	0.000228	Predicted membrane protein
COG2857	CYT1	3	1.696	0.00039	Cytochrome c1
COG2859	COG2859	1	0.92827	0.000213	Uncharacterized protein conserved in bacteria
COG2860	COG2860	1	0.942583	0.000217	Predicted membrane protein
COG2861	COG2861	2	1.88	0.000433	Uncharacterized protein conserved in bacteria
COG2862	COG2862	2	1.887573	0.000435	Predicted membrane protein
COG2863	COG2863	4	2.826446	0.000651	Cytochrome c553
COG2864	FdnI	3	2.798165	0.000644	Cytochrome b subunit of formate dehydrogenase
COG2867	COG2867	2	1.582191	0.000364	Oligoketide cyclase/lipid transport protein
COG2870	RfaE	1	0.995717	0.000229	ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase
COG2872	COG2872	1	0.962655	0.000221	Predicted metal-dependent hydrolases related to alanyl-tRNA synthetase HxxxH domain
COG2873	MET17	2	1.978873	0.000456	O-acetylhomoserine sulfhydrylase
COG2875	CobM	1	0.984251	0.000226	Precorrin-4 methylase
COG2877	KdsA	1	0.978494	0.000225	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase
COG2878	COG2878	1	0.287878	6.6e-05	Predicted NADH:ubiquinone oxidoreductase, subunit RnfB
COG2879	COG2879	1	1	0.00023	Uncharacterized small protein
COG2884	FtsE	1	0.968609	0.000223	Predicted ATPase involved in cell division
COG2885	OmpA	8	5.115789	0.001179	Outer membrane protein and related peptidoglycan-associated (lipo)proteins
COG2887	COG2887	1	1	0.00023	RecB family exonuclease
COG2890	HemK	2	1.95	0.000449	Methylase of polypeptide chain release factors
COG2891	MreD	1	0.736526	0.000169	Cell shape-determining protein
COG2893	ManX	1	0.930069	0.000214	Phosphotransferase system, mannose/fructose-specific component IIA
COG2894	MinD	1	0.98897	0.000227	Septum formation inhibitor-activating ATPase
COG2895	CysN	2	1.951276	0.000449	GTPases - Sulfate adenylate transferase subunit 1
COG2896	MoaA	2	1.381987	0.000318	Molybdenum cofactor biosynthesis enzyme
COG2897	SseA	2	1.950877	0.000449	Rhodanese-related sulfurtransferase
COG2898	COG2898	1	0.39591	9.1e-05	Uncharacterized conserved protein
COG2900	SlyX	1	0.986111	0.000227	Uncharacterized protein conserved in bacteria
COG2902	COG2902	1	0.979271	0.000225	NAD-specific glutamate dehydrogenase
COG2905	COG2905	5	2.583606	0.000595	Predicted signal-transduction protein containing cAMP-binding and CBS domains
COG2906	Bfd	1	0.888888	0.000204	Bacterioferritin-associated ferredoxin
COG2908	COG2908	1	0.991561	0.000228	Uncharacterized protein conserved in bacteria
COG2909	MalT	1	0.348993	8e-05	ATP-dependent transcriptional regulator
COG2911	COG2911	1	0.97809	0.000225	Uncharacterized protein conserved in bacteria
COG2912	COG2912	1	0.791821	0.000182	Uncharacterized conserved protein
COG2913	OlmA	1	0.993197	0.000228	Outer membrane lipoprotein OmlA (small protein A)
COG2917	COG2917	1	0.977777	0.000225	Intracellular septation protein A
COG2919	COG2919	1	0.692307	0.000159	Septum formation initiator
COG2927	HolC	1	1	0.00023	DNA polymerase III, chi subunit
COG2928	COG2928	1	0.905405	0.000208	Uncharacterized conserved protein
COG2929	COG2929	1	0.946236	0.000218	Uncharacterized protein conserved in bacteria
COG2931	COG2931	31	16.619607	0.00383	RTX toxins and related Ca2+-binding proteins
COG2932	COG2932	1	0.985981	0.000227	Predicted transcriptional regulator
COG2933	COG2933	1	0.460893	0.000106	Predicted SAM-dependent methyltransferase
COG2935	COG2935	1	0.940711	0.000216	Putative arginyl-tRNA:protein arginylyltransferase
COG2936	COG2936	1	0.955595	0.00022	Predicted acyl esterases
COG2938	COG2938	1	0.93617	0.000215	Uncharacterized conserved protein
COG2939	COG2939	1	0.863453	0.000199	Carboxypeptidase C (cathepsin A)
COG2940	COG2940	1	0.2375	5.4e-05	Proteins containing SET domain
COG2941	CAT5	2	1.730392	0.000398	Ubiquinone biosynthesis protein COQ7
COG2944	COG2944	3	1.711538	0.000394	Predicted transcriptional regulator
COG2945	COG2945	1	0.957142	0.00022	Predicted hydrolase of the alpha/beta superfamily
COG2947	COG2947	1	0.980769	0.000226	Uncharacterized conserved protein
COG2951	MltB	1	0.962099	0.000221	Membrane-bound lytic murein transglycosylase B
COG2954	COG2954	1	0.987179	0.000227	Uncharacterized protein conserved in bacteria
COG2957	COG2957	1	0.979768	0.000225	Peptidylarginine deiminase and related enzymes
COG2960	COG2960	1	0.864077	0.000199	Uncharacterized protein conserved in bacteria
COG2961	ComJ	1	1	0.00023	Protein involved in catabolism of external DNA
COG2962	RarD	1	0.962457	0.000221	Predicted permeases
COG2963	COG2963	5	2.646551	0.000609	Transposase and inactivated derivatives
COG2967	ApaG	1	1	0.00023	Uncharacterized protein affecting Mg2+/Co2+ transport
COG2979	COG2979	1	0.951111	0.000219	Uncharacterized protein conserved in bacteria
COG2981	CysZ	1	0.928	0.000213	Uncharacterized protein involved in cysteine biosynthesis
COG2982	AsmA	1	0.961419	0.000221	Uncharacterized protein involved in outer membrane biogenesis
COG2984	COG2984	3	2.301242	0.00053	ABC-type uncharacterized transport system, periplasmic component
COG2985	COG2985	3	2.966911	0.000683	Predicted permease
COG2986	HutH	1	0.997991	0.00023	Histidine ammonia-lyase
COG2987	HutU	1	0.987522	0.000227	Urocanate hydratase
COG2989	COG2989	2	1.229946	0.000283	Uncharacterized protein conserved in bacteria
COG2993	CcoO	1	0.977973	0.000225	Cbb3-type cytochrome oxidase, cytochrome c subunit
COG2995	PqiA	1	0.464114	0.000106	Uncharacterized paraquat-inducible protein A
COG2998	TupB	1	0.903571	0.000208	ABC-type tungstate transport system, permease component
COG3004	NhaA	1	0.982051	0.000226	Na+/H+ antiporter
COG3005	TorC	4	3.689473	0.00085	Nitrate/TMAO reductases, membrane-bound tetraheme cytochrome c subunit
COG3008	PqiB	1	0.9566	0.00022	Paraquat-inducible protein B
COG3009	COG3009	1	0.968421	0.000223	Uncharacterized protein conserved in bacteria
COG3012	COG3012	2	1.980132	0.000456	Uncharacterized protein conserved in bacteria
COG3014	COG3014	1	0.645879	0.000148	Uncharacterized protein conserved in bacteria
COG3016	PhuW	1	0.752542	0.000173	Uncharacterized iron-regulated protein
COG3019	COG3019	1	0.785234	0.00018	Predicted metal-binding protein
COG3023	ampD	1	0.863813	0.000199	N-acetyl-anhydromuramyl-L-alanine amidase
COG3024	COG3024	1	0.8	0.000184	Uncharacterized protein conserved in bacteria
COG3025	COG3025	2	1.722222	0.000396	Uncharacterized conserved protein
COG3027	zapA	1	0.619047	0.000142	Cell division protein ZapA (stimulator of FtsZ polymerization and Z-ring component)
COG3030	FxsA	1	0.797468	0.000183	Protein affecting phage T7 exclusion by the F plasmid
COG3038	CybB	1	0.922651	0.000212	Cytochrome B561
COG3043	NapB	2	1.677419	0.000386	Nitrate reductase cytochrome c-type subunit
COG3045	CreA	1	0.969696	0.000223	Uncharacterized protein conserved in bacteria
COG3047	OmpW	1	0.896713	0.000206	Outer membrane protein W
COG3056	COG3056	1	0.892156	0.000205	Uncharacterized lipoprotein
COG3058	FdhE	1	0.948051	0.000218	Uncharacterized protein involved in formate dehydrogenase formation
COG3062	NapD	2	1.638297	0.000377	Uncharacterized protein involved in formation of periplasmic nitrate reductase
COG3063	PilF	4	2.772	0.000638	Tfp pilus assembly protein PilF
COG3070	TfoX	1	0.818181	0.000188	Regulator of competence-specific genes
COG3087	FtsN	4	1.496212	0.000344	Cell division protein
COG3088	CcmH	1	0.882352	0.000203	Uncharacterized protein involved in biosynthesis of c-type cytochromes
COG3090	DctM	11	9.214689	0.002123	TRAP-type C4-dicarboxylate transport system, small permease component
COG3101	COG3101	1	0.116666	2.6e-05	Uncharacterized protein conserved in bacteria
COG3103	COG3103	1	0.27317	6.2e-05	SH3 domain protein
COG3106	COG3106	1	0.997858	0.000229	Predicted ATPase
COG3108	COG3108	4	3.6	0.000829	Uncharacterized protein conserved in bacteria
COG3114	CcmD	1	0.537313	0.000123	Heme exporter protein D
COG3118	COG3118	3	1.786184	0.000411	Thioredoxin domain-containing protein
COG3119	AslA	2	1.972631	0.000454	Arylsulfatase A and related enzymes
COG3125	CyoD	1	0.855855	0.000197	Heme/copper-type cytochrome/quinol oxidase, subunit 4
COG3127	COG3127	2	1.952955	0.00045	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component
COG3128	PiuC	1	0.991266	0.000228	Uncharacterized iron-regulated protein
COG3133	SlyB	1	0.902597	0.000208	Outer membrane lipoprotein
COG3135	BenE	2	1.898009	0.000437	Uncharacterized protein involved in benzoate metabolism
COG3143	CheZ	3	2.571428	0.000592	Chemotaxis protein
COG3144	FliK	1	0.218225	5e-05	Flagellar hook-length control protein
COG3146	COG3146	1	0.989664	0.000228	Uncharacterized protein conserved in bacteria
COG3148	COG3148	1	0.683982	0.000157	Uncharacterized conserved protein
COG3153	COG3153	3	2.4269	0.000559	Predicted acetyltransferase
COG3157	Hcp	2	1.703703	0.000392	Type VI protein secretion system component Hcp (secreted cytotoxin)
COG3158	Kup	2	1.977671	0.000455	K+ transporter
COG3159	COG3159	1	1	0.00023	Uncharacterized protein conserved in bacteria
COG3162	COG3162	2	1.970588	0.000454	Predicted membrane protein
COG3164	COG3164	1	0.661683	0.000152	Predicted membrane protein
COG3170	FimV	1	0.210596	4.8e-05	Tfp pilus assembly protein FimV
COG3173	COG3173	2	1.336448	0.000308	Predicted aminoglycoside phosphotransferase
COG3175	COX11	1	0.928205	0.000213	Cytochrome oxidase assembly factor
COG3176	COG3176	1	0.859589	0.000198	Putative hemolysin
COG3177	COG3177	1	0.632183	0.000145	Fic family protein
COG3178	COG3178	1	0.991452	0.000228	Predicted phosphotransferase related to Ser/Thr protein kinases
COG3180	AbrB	3	2.90625	0.000669	Putative ammonia monooxygenase
COG3181	COG3181	9	8.652037	0.001994	Uncharacterized protein conserved in bacteria
COG3182	PiuB	4	3.237556	0.000746	Uncharacterized iron-regulated membrane protein
COG3190	FliO	1	0.445255	0.000102	Flagellar biogenesis protein
COG3195	COG3195	1	0.903409	0.000208	Uncharacterized protein conserved in bacteria
COG3199	COG3199	1	0.740845	0.00017	Predicted inorganic polyphosphate/ATP-NAD kinase
COG3200	AroG	1	0.997752	0.000229	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase
COG3203	OmpC	4	2.217514	0.000511	Outer membrane protein (porin)
COG3205	COG3205	1	0.888888	0.000204	Predicted membrane protein
COG3206	GumC	4	3.842794	0.000885	Uncharacterized protein involved in exopolysaccharide biosynthesis
COG3208	GrsT	1	0.930327	0.000214	Predicted thioesterase involved in non-ribosomal peptide biosynthesis
COG3210	FhaB	3	2.815399	0.000648	Large exoproteins involved in heme utilization or adhesion
COG3211	PhoX	1	0.998376	0.00023	Predicted phosphatase
COG3212	COG3212	1	0.583333	0.000134	Predicted membrane protein
COG3213	NnrS	2	1.886363	0.000434	Uncharacterized protein involved in response to NO
COG3217	COG3217	1	0.959259	0.000221	Uncharacterized Fe-S protein
COG3218	COG3218	1	0.936585	0.000215	ABC-type uncharacterized transport system, auxiliary component
COG3221	PhnD	1	0.822742	0.000189	ABC-type phosphate/phosphonate transport system, periplasmic component
COG3230	HemO	1	0.954081	0.000219	Heme oxygenase
COG3238	COG3238	1	0.933333	0.000215	Uncharacterized protein conserved in bacteria
COG3240	COG3240	1	0.886486	0.000204	Phospholipase/lecithinase/hemolysin
COG3242	COG3242	1	0.935483	0.000215	Uncharacterized protein conserved in bacteria
COG3243	PhaC	3	2.022471	0.000466	Poly(3-hydroxyalkanoate) synthetase
COG3246	COG3246	1	0.993288	0.000228	Uncharacterized conserved protein
COG3247	HdeD	1	0.935135	0.000215	Uncharacterized conserved protein
COG3250	LacZ	1	0.987623	0.000227	Beta-galactosidase/beta-glucuronidase
COG3251	COG3251	1	0.830985	0.000191	Uncharacterized protein conserved in bacteria
COG3252	COG3252	1	0.990445	0.000228	Methenyltetrahydromethanopterin cyclohydrolase
COG3255	COG3255	1	0.522388	0.00012	Putative sterol carrier protein
COG3256	NorB	2	1.316596	0.000303	Nitric oxide reductase large subunit
COG3259	FrhA	1	0.845804	0.000194	Coenzyme F420-reducing hydrogenase, alpha subunit
COG3260	COG3260	1	0.79054	0.000182	Ni,Fe-hydrogenase III small subunit
COG3261	HycE	1	0.955497	0.00022	Ni,Fe-hydrogenase III large subunit
COG3262	HycE	1	0.442424	0.000101	Ni,Fe-hydrogenase III component G
COG3263	COG3263	1	0.986062	0.000227	NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain
COG3264	COG3264	1	0.918562	0.000211	Small-conductance mechanosensitive channel
COG3265	GntK	1	0.95031	0.000219	Gluconate kinase
COG3266	DamX	1	0.530821	0.000122	Uncharacterized protein conserved in bacteria
COG3275	LytS	1	0.987432	0.000227	Putative regulator of cell autolysis
COG3278	CcoN	2	1.946058	0.000448	Cbb3-type cytochrome oxidase, subunit 1
COG3279	LytT	3	1.87295	0.000431	Response regulator of the LytR/AlgR family
COG3280	TreY	1	0.99775	0.000229	Maltooligosyl trehalose synthase
COG3281	Ble	2	1.803652	0.000415	Uncharacterized protein, probably involved in trehalose biosynthesis
COG3283	TyrR	1	0.992172	0.000228	Transcriptional regulator of aromatic amino acids metabolism
COG3284	AcoR	1	0.952145	0.000219	Transcriptional activator of acetoin/glycerol metabolism
COG3287	COG3287	1	0.936675	0.000215	Uncharacterized conserved protein
COG3288	PntA	4	2.573033	0.000593	NAD/NADP transhydrogenase alpha subunit
COG3290	CitA	1	0.184357	4.2e-05	Signal transduction histidine kinase regulating citrate/malate metabolism
COG3293	COG3293	1	0.806451	0.000185	Transposase and inactivated derivatives
COG3300	COG3300	2	1.79661	0.000414	MHYT domain (predicted integral membrane sensor domain)
COG3302	DmsC	1	1	0.00023	DMSO reductase anchor subunit
COG3304	COG3304	1	0.951724	0.000219	Predicted membrane protein
COG3307	RfaL	3	2.125	0.000489	Lipid A core - O-antigen ligase and related enzymes
COG3313	COG3313	2	1.256756	0.000289	Predicted Fe-S protein
COG3316	COG3316	6	2.88372	0.000664	Transposase and inactivated derivatives
COG3319	COG3319	1	1	0.00023	Thioesterase domains of type I polyketide synthases or non-ribosomal peptide synthetases
COG3320	COG3320	1	0.586387	0.000135	Putative dehydrogenase domain of multifunctional non-ribosomal peptide synthetases and related enzymes
COG3328	COG3328	3	1.630606	0.000375	Transposase and inactivated derivatives
COG3332	COG3332	1	0.729629	0.000168	Uncharacterized conserved protein
COG3333	COG3333	6	5.801587	0.001337	Uncharacterized protein conserved in bacteria
COG3334	COG3334	2	1.270833	0.000292	Uncharacterized conserved protein
COG3335	COG3335	1	0.515151	0.000118	Transposase and inactivated derivatives
COG3336	COG3336	1	0.872909	0.000201	Predicted membrane protein
COG3339	COG3339	2	1.646551	0.000379	Uncharacterized conserved protein
COG3345	GalA	1	0.177583	4e-05	Alpha-galactosidase
COG3346	COG3346	2	1.88492	0.000434	Uncharacterized conserved protein
COG3349	COG3349	1	0.944329	0.000217	Uncharacterized conserved protein
COG3355	COG3355	1	0.341269	7.8e-05	Predicted transcriptional regulator
COG3360	COG3360	1	0.957746	0.00022	Uncharacterized conserved protein
COG3367	COG3367	1	0.905604	0.000208	Uncharacterized conserved protein
COG3369	COG3369	2	0.974358	0.000224	Zinc finger domain containing protein (CDGSH-type)
COG3375	COG3375	1	0.357142	8.2e-05	Uncharacterized conserved protein
COG3381	TorD	2	1.593137	0.000367	Uncharacterized component of anaerobic dehydrogenases
COG3383	COG3383	2	1.920245	0.000442	Uncharacterized anaerobic dehydrogenase
COG3384	COG3384	1	0.962686	0.000221	Aromatic ring-opening dioxygenase, catalytic LigB subunit related    enzyme
COG3386	COG3386	3	2.833876	0.000653	Gluconolactonase
COG3387	SGA1	1	0.968954	0.000223	Glucoamylase and related glycosyl hydrolases
COG3391	COG3391	5	2.981627	0.000687	Uncharacterized conserved protein
COG3394	COG3394	1	0.957198	0.00022	Uncharacterized protein conserved in bacteria
COG3395	COG3395	1	0.980629	0.000226	Uncharacterized protein conserved in bacteria
COG3408	GDB1	2	1.00624	0.000231	Glycogen debranching enzyme
COG3409	COG3409	6	2.075675	0.000478	Putative peptidoglycan-binding domain-containing protein
COG3411	COG3411	3	2.484375	0.000572	Ferredoxin
COG3415	COG3415	3	2.724637	0.000627	Transposase and inactivated derivatives
COG3416	COG3416	2	1.72103	0.000396	Uncharacterized protein conserved in bacteria
COG3417	FlgN	1	0.93	0.000214	Collagen-binding surface adhesin SpaP (antigen I/II family)
COG3420	NosD	1	0.629901	0.000145	Nitrous oxidase accessory protein
COG3422	COG3422	1	0.79661	0.000183	Uncharacterized conserved protein
COG3424	BcsA	1	0.974719	0.000224	Predicted naringenin-chalcone synthase
COG3427	COG3427	3	2.89041	0.000666	Carbon monoxide dehydrogenase subunit G, CoxG
COG3433	COG3433	1	0.824324	0.000189	Aryl carrier domain
COG3436	COG3436	2	1.668789	0.000384	Transposase and inactivated derivatives
COG3437	COG3437	9	5.344444	0.001231	Response regulator containing a CheY-like receiver domain and an HD-GYP domain
COG3447	COG3447	1	0.587662	0.000135	Predicted integral membrane sensor domain
COG3448	COG3448	2	1.319371	0.000304	CBS-domain-containing membrane protein
COG3449	COG3449	1	1	0.00023	DNA gyrase inhibitor
COG3450	COG3450	2	1.775862	0.000409	Predicted enzyme of the cupin superfamily
COG3452	COG3452	1	0.602693	0.000138	Predicted periplasmic ligand-binding sensor domain
COG3455	COG3455	2	1.71374	0.000394	Type VI protein secretion system component VasF
COG3464	COG3464	1	0.980099	0.000225	Transposase and inactivated derivatives
COG3467	COG3467	1	0.92771	0.000213	Predicted flavin-nucleotide-binding protein
COG3470	Tpd	1	0.837988	0.000193	Uncharacterized protein probably involved in high-affinity Fe2+ transport
COG3473	COG3473	2	1.974789	0.000455	Maleate cis-trans isomerase
COG3474	COG3474	6	4.711111	0.001085	Cytochrome c2
COG3476	COG3476	1	0.819875	0.000188	Tryptophan-rich sensory protein (mitochondrial benzodiazepine receptor homolog)
COG3482	COG3482	1	0.970464	0.000223	Uncharacterized conserved protein
COG3484	COG3484	2	1.894117	0.000436	Predicted proteasome-type protease
COG3485	PcaH	2	1.619469	0.000373	Protocatechuate 3,4-dioxygenase beta subunit
COG3487	IrpA	1	0.88565	0.000204	Uncharacterized iron-regulated protein
COG3488	COG3488	1	0.869022	0.0002	Predicted thiol oxidoreductase
COG3489	COG3489	1	0.972144	0.000224	Predicted periplasmic lipoprotein
COG3490	COG3490	1	0.863387	0.000198	Uncharacterized protein conserved in bacteria
COG3492	COG3492	1	0.951923	0.000219	Uncharacterized protein conserved in bacteria
COG3494	COG3494	1	0.971326	0.000223	Uncharacterized protein conserved in bacteria
COG3495	COG3495	1	0.626506	0.000144	Uncharacterized protein conserved in bacteria
COG3501	VgrG	1	0.990909	0.000228	Uncharacterized protein conserved in bacteria
COG3502	COG3502	1	1	0.00023	Uncharacterized protein conserved in bacteria
COG3503	COG3503	1	0.98452	0.000226	Predicted membrane protein
